,Prod_ID,Material_Desc,Noun,Modifier,long_description,short_description,Manufacturer,Ref_no,exception,ACTION,AMPERAGE,API MATERIAL CLASS,API PERFORMANCE REQUIREMENT,API PRODUCT SPECIFICATION LEVEL,API TEMPERATURE CLASS,APPLICATION,APPROXIMATE LIFE HOURS,ARBOR,BALANCE,BASE,BLADE DIAMETER,BLOCK MATERIAL,BODY MATERIAL,BODY SIZE,BOLT HOLES,BOND/BACKING,BORE,BOTTOM CONNECTION,BOTTOM RATING,BOTTOM SIZE,BRAKE,BRISTLE MATERIAL,BRISTLE SIZE,BULB,CABLE LENGTH,CAGE MATERIAL,CAPACITANCE,CAPACITY,CAPILLARY LENGTH,CARTRIDGE,CASE MATERIAL,CASING MATERIAL,CELLS,CHART TRAVEL,CHOKE TYPE,CIRCUIT,CLASS,CLOSURE,COIL VOLTAGE,COILS,COLOR,COMPOSITION,CONDUCTOR SIZE,CONFIGURATION,CONNECTION,CONNECTION LOCATION,CONNECTION MATERIAL,CONNECTOR,CONTACT,CONTACT ARRANGEMENT,CONTAINER,CONTAINS A,CONTAINS B,CONTAINS C,CONTAINS D,CONTAINS E,CONTAINS F,CONTENT A,CONTENT B,CONTENT C,CONTENT D,CYLINDER,DEGREE,DESIGN DETAIL,DESIGN LENGTH,DESIGN RATING,DESIGNATION,DIAL,DIAL SIGNAL,DIAL SIZE,DIAMETER,DISPLACEMENT,DRIVER,DURATION,ELECTRICAL RATING,ELEMENT,ELEMENT MATERIAL,ENCLOSURE,ENDS,FILLED,FILLER MATERIAL,FILTERING RETENTION,FORM,FORMAT,FRAME,FREQUENCY,FUNCTION,GEAR RATIO,GRADE,GRADUATIONS,GRIT,GROOVE,HANDLE,HANDLE LENGTH,HANDLE MATERIAL,HEAD,HEAD ANGLE,HEAD MATERIAL,HEAD WEIGHT,HOUSING MATERIAL,I/O CAPACITY,INDUSTRY STANDARD,INLET CONNECTION,INLET SIZE,INNER RING MATERIAL,INSERT/LINING MATERIAL,INSERTION LENGTH,INSIDE DIAMETER,INTERNAL MATERIAL,INTERRUPTING RATING,JUNCTION,KEYS,KVA RATING,LENGTH,LINE,LOAD RATING,LOCATION,LUBRICATION,LUMENS,MATERIAL,MAXIMUM OVERALL LENGTH,MESH SIZE,MOUNT,NA,NACE STANDARD,NAME,NEMA/IEC,NEMA/IP RATING,NOMINAL SIZE,NUMBER OF GEARS,NUMBER OF VANES,OPENING DIAMETER,OPERATED,OPERATING VOLTAGE,OPERATION,OPERATOR,ORIFICE SIZE,OUTER RING MATERIAL,OUTLET CONNECTION,OUTLET SIZE,OUTPUT RATING,OUTSIDE DIAMETER,PARENT EQUIPMENT,PERFORATION SIZE,PHASE,PIPE SIZE,PITCH,PITCH DIAMETER,POLE,PORT,POSITION,POWER,POWER SOURCE,PRESSURE RANGE,PRESSURE RATING,PRIMARY VOLTAGE,PROBE DIAMETER,PROCESS,PROTOCOL,PUMP SIZE,PUMP STYLE,QTY,RADIAL CLEARANCE,RADIUS,RANGE,RATING,READOUT,REFRIGERANT,RESISTANCE,ROW,RPM RATING,SCALE,SCOPE,SEAL MATERIAL,SECONDARY VOLTAGE,SECTIONS,SERIES,SERVICE,SERVICE FACTOR,SET PRESSURE,SHAFT SIZE,SHANK,SHAPE,SHEATH DIAMETER,SHEATH MATERIAL,SHELF LIFE,SIZE,SIZE/CONNECTION,SKILLS REQUIRED,SOFTGOODS,SPECIFICATION,SPEED,SPOUT,STANDARDS,STEM LENGTH,STRUCTURE,STYLE,SUPPLY,SUPPLY RATING,TAPER,TAPER SIZE,TAPS,TASK EXCLUDE,TASK INCLUDE,TECHNIQUE,TEETH,TEMPERATURE RANGE,TEMPERATURE RATING,TERMINAL,TERMINATIONS,THICKNESS,THREADS,THRUST,TIP DIAMETER,TOLERANCE,TOP CONNECTION,TOP RATING,TOP SIZE,TRAVEL,TRIM,TUBE DIAMETER,TUBE LENGTH,TUBE MATERIAL,TURNS,TYPE,UOM,VALVE SIZE,VALVE STYLE,VIALS,VISIBLE LENGTH,VOLTAGE,VOLUME/CONTAINER,WATTAGE,WEIGHT,WIDTH,WINDING MATERIAL,WIRE,WIRE DIAMETER,WIRE SIZE,WORK WEIGHT
3969,4969,"ROTOR ASSEMBLY
FOR TURBINE EXPANDER
MANUFACTURER: ACK
MFR.PART NO: 101155
EQUIPMENT MFR: LINDE
EQUIP.MODEL NO: ETF 100 NS",ROTOR,NO MODIFIER,"*** ROTOR , NO MODIFIER *** 

","ROTOR , NO MOD:",LINDE,"101155
",ASSEMBLY FOR TURBINE EXPANDER : ACK : : EQUIP.MODEL : ETF 100 NS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,
3970,4970,"MAINTENANCE REPAIR KIT
FOR DIAPHRAGM PUMP
MANUFACTURER: MILTON ROY
ORIGINAL.MFR.PART NO: RPM-711
REVISED.MFR.PART NO: RPM-006
EQUIPMENT MFR: JOHNSON MARCH SYSTEM
EQUIP.MODEL NO: RA161024
EQUIP.SERIAL NO: 7909-19
EQUIP.TAG NO: 83-Y001-P001-A/B",MAINTENANCE,PUMP,"*** MAINTENANCE , PUMP *** 

","MAINTENANCE , PMP:",MILTON ROY,NA,REPAIR KIT FOR DIAPHRAGM : ORIGINAL.MFR.PART : RPM-711 REVISED.MFR.PART : RPM-006 : JOHNSON MARCH SYSTEM EQUIP.MODEL : RA161024 EQUIP.SERIAL : 7909-19 EQUIP.TAG : 83-Y001-P001-A/B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,NA,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,NA,NA,,,,,,,,,,,,,,,,,,,,,NA,NA,,,,,,,,,,,,,,
3971,4971,"SPIRAL WOUND GASKET
NO INNER/OUTER RING
INNER DIAMETER: 342MM
OUTER DIAMETER: 368MM
THICKNESS: 4.5MM
WINDING MATERIAL: SS316
FILLER MATERIAL: GRAPHITE
FOR VALVE
MANUFACTURER: YKV-VALTEK
MFR.PART NO: 016096-868-000
EQUIPMENT MFR: YKV-VALTEK
EQUIP.MODEL NO: MK1-02-01
EQUIP.SERIAL NO: 977002-01-01
EQUIP.TAG NO: 12FV-201
ORIGINAL PO: P-2174-001-B","GASKET
NO
RING",SPIRAL WOUND,,,YKV-VALTEK,"016096-868-000
",SPIRAL WOUND GASKET INNER/OUTER RING INNER DIAMETER : 342MM OUTER DIAMETER : 368MM THICKNESS : 4.5MM WINDING MATERIAL : SS316 FILLER MATERIAL : GRAPHITE FOR VALVE : : : EQUIP.MODEL : MK1-02-01 EQUIP.SERIAL : 977002-01-01 EQUIP.TAG : 12FV-201 ORIGINAL PO : P-2174-001-B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3972,4972,"ELBOW 45°,LONG RADIUS
TYPE: SEAMLESS
END CONNECTION: BUTT WELD
MATERIAL: ALUMINIUM
PIPE SCHEDULE: 80
SIZE: 8IN
MANUFACTURER: AIR PRODUCTS
MFR.PART NO: 7-291-01-0103
EQUIP.MODEL NO: 6919-56-57-58-59",ELBOW,NO MODIFIER,"*** ELBOW , NO MODIFIER *** 

CONNECTION : BUTT
MATERIAL : ALUMINIUM
RADIUS : TYPE
SIZE : 8IN
TYPE : SEAMLESS
","ELBOW , NO MOD: BUTT,ALUMINIUM,TYPE,8IN,SEAMLESS",AIR PRODUCTS,"7-291-01-0103
",45° LONG END WELD PIPE SCHEDULE 80 EQUIP.MODEL 6919-56-57-58-59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BUTT,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ALUMINIUM,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TYPE,,,,,,,,,,,,,,,,,,,,,,,8IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SEAMLESS,,,,,,,,,,,,,,,
3973,4973,"HV BUSHING
DIN 10NI/250A
MANUFACTURER: CED
MFR.PART NO: 211420
EQUIPMENT MFR: PAUWELS
EQUIP.MODEL NO: OSS7-6-70
(DRAWING ATTACHED)","BUSHING
NO",NO MODIFIER,,,PAUWELS,"211420
",HV BUSHING DIN 10NI/250A : CED : : EQUIP.MODEL : OSS7-6-70 ( DRAWING ATTACHED ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3974,4974,"CONVERTER,SSV-3E-RS485-RS232
MANUFACTURER: ABB
MFR.PART NO: HIEE-401395
EQUIP.MODEL NO: WMT-56-MA",CONVERTER,NO MODIFIER,"*** CONVERTER , NO MODIFIER *** 

","CONVERTER , NO MOD:",ABB,"HIEE-401395
",SSV-3E-RS485-RS232 : : EQUIP.MODEL : WMT-56-MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,
3975,4975,"PILOT LIGHT ASSEMBLY,FINGERSAFE
VOLTAGE: 240V AC OR DC RESISTOR TYPE
TYPE: KM25,CLASS-9001
WITH LAMP 120MB
LENS COLOUR: GREEN
MANUFACTURER: SQUARE-D
MFR.PART NO: SKP-25-G31
EQUIPMENT MFR: JOHNSON MARCH SYSTEM
EQUIP.MODEL NO: D11-1062",PILOT,NO MODIFIER,"*** PILOT , NO MODIFIER *** 

TYPE : TYPE
","PILOT , NO MOD: TYPE",JOHNSON,"SKP-25-G31
",LIGHT ASSEMBLY FINGERSAFE VOLTAGE 240V AC OR DC RESISTOR KM25 CLASS-9001 WITH LAMP 120MB LENS COLOUR GREEN SQUARE-D MARCH SYSTEM EQUIP.MODEL D11-1062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TYPE,,,,,,,,,,,,,,,
3976,4976,"POWER CABLE ASSEMBLY
WITH HEAVY DUTY LUG CONNECTOR,#2-AWG
MANUFACTURER: EBARA
MFR.PART NO: 6002227-2028
EQUIPMENT MFR: EBARA
EQUIP.MODEL NO: 12ECR-242
TYPICAL SERIAL NO: 1580491","POWER
CABLE
ASSEMBLY
HEAVY
LUG
CONNECTOR",NO MODIFIER,,,EBARA,"6002227-2028
",POWER CABLE ASSEMBLY WITH HEAVY DUTY LUG CONNECTOR # 2-AWG : : : EQUIP.MODEL : 12ECR-242 TYPICAL SERIAL : 1580491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3977,4977,"NITROGEN GAS CYLINDER
SIZE: 55FT³
CAPACITY: 1.56M³
FOR WHEELED EXTINGUISHER
MANUFACTURER: ANSUL
MFR.PART NO: 54696
MODEL 350-D
EQUIP.MODEL NO: CR-I-K-350-D
PO: 0923-S2242-DD107860

CYLINDERS TO HAVE UP TO DATE RECORDS
SHOWING PERIODIC TESTING,INSPECTION AND
MAINTENANCE IN ACCORDANCE WITH
APPLICABLE BS 6071 CODE SECTION LATEST
AMENDMENT OR EQUIVALENT.","GAS
CYLINDER",NO MODIFIER,,,ANSUL,"54696
",NITROGEN GAS CYLINDER SIZE : 55FT³ CAPACITY : 1.56M³ FOR WHEELED EXTINGUISHER : : MODEL 350-D EQUIP.MODEL : CR-I-K-350-D PO : 0923-S2242-DD107860 CYLINDERS TO HAVE UP TO DATE RECORDS SHOWING PERIODIC TESTING INSPECTION AND MAINTENANCE IN ACCORDANCE WITH APPLICABLE BS 6071 CODE SECTION LATEST AMENDMENT OR EQUIVALENT .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3978,4978,"SEAT RING
GV02,T/N0.72
MATERIAL: SUS316+SF
FOR VALVE,RATING: CL300
MANUFACTURER: YKV-VALTEK
MFR.PART NO: 003450.825.000
YKV KITZ PART NO: C211-5M01-70
EQUIP.MODEL NO: MK1-36-13
EQUIP.SERIAL NO: VHC987803-02-5
EQUIP.TAG NO: 92PV-17A
ORIGINAL PO: P-2374-001-A",SEAT,NO MODIFIER,"*** SEAT , NO MODIFIER *** 

MATERIAL : SUS316+SF
","SEAT , NO MOD: SUS316+SF",KITZ,"003450.825.000
",RING GV02 T/N0.72 FOR VALVE RATING CL300 YKV-VALTEK YKV C211-5M01-70 EQUIP.MODEL MK1-36-13 EQUIP.SERIAL VHC987803-02-5 EQUIP.TAG 92PV-17A ORIGINAL PO P-2374-001-A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUS316+SF,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,
3979,4979,"FULL FACE GASKET
INNER DIAMETER: 205MM
OUTER DIAMETER: 273MM
THICKNESS: 0.1MM
NO. OF HOLES: 8
HOLE DIAMETER: 14MM
BOLT CIRCLE DIAMETER: 241MM
MATERIAL: FS53
DESIGN SPECS.: ASME B16.21
MANUFACTURER: SHIN NIPPON
MFR.PART NO: C-9639-L89-C5
EQUIP.MODEL NO: 12X15SVCN7TH-S5","FACE
GASKET",FULL FACE,,,SHIN NIPPON,"C-9639-L89-C5
",FULL FACE GASKET INNER DIAMETER : 205MM OUTER DIAMETER : 273MM THICKNESS : 0.1MM . OF HOLES : 8 HOLE DIAMETER : 14MM BOLT CIRCLE DIAMETER : 241MM MATERIAL : FS53 DESIGN SPECS . : ASME B16.21 : : EQUIP.MODEL : 12X15SVCN7TH-S5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3980,4980,"IMPELLER HEAD WEAR RING
MANUFACTURER: SHIN NIPPON
MFR.PART NO: A-60904-L6
EQUIPMENT MFR: SHIN NIPPON
EQUIP.MODEL NO: 1.5X7SVCN7TH-A8",IMPELLER,NO MODIFIER,"*** IMPELLER , NO MODIFIER *** 

","IMPELLER , NO MOD:",SHIN NIPPON,"A-60904-L6
",HEAD WEAR RING : : : EQUIP.MODEL : 1.5X7SVCN7TH-A8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,
3981,4981,"POSITIONER,BETA
MATERIAL: STAINLESS STEEL
MANUFACTURER: YKV-VALTEK
MFR.PART NO: 68230-999
EQUIPMENT MFR: TORK KETELS
EQUIP.MODEL NO: EG414",POSITIONER,NO MODIFIER,"*** POSITIONER , NO MODIFIER *** 

MATERIAL : STAINLESS
","POSITIONER , NO MOD: STAINLESS",YKV-VALTEK,"68230-999
",BETA STEEL TORK KETELS EQUIP.MODEL EG414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STAINLESS,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,
3982,4982,"MEMBRANE UNIT
MANUFACTURER: JOHN CRANE/FLEXIBOX
MFR.PART NO: 7908-0600-4710
EQUIPMENT MFR: SHIN NIPPON
EQUIP.MODEL NO: 10X26HVC-A8",MEMBRANE,NO MODIFIER,"*** MEMBRANE , NO MODIFIER *** 

","MEMBRANE , NO MOD:",SHIN NIPPON,"7908-0600-4710
",UNIT : JOHN CRANE/FLEXIBOX : : EQUIP.MODEL : 10X26HVC-A8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,
3983,4983,"DISC
MATERIAL: A182-F316
FOR VALVE,SIZE: 2IN
MANUFACTURER: ITALGESTRA
MFR.PART NO: 43235
EQUIPMENT MFR: IONICS
EQUIP.MODEL NO: RKU66A",DISC,VALVE,"*** DISC , VALVE *** 

MATERIAL : A182
","DISC , VLV: A182",IONICS,"43235
",A182-F316 FOR SIZE 2IN ITALGESTRA EQUIP.MODEL RKU66A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A182,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,,,,,,,,,,,
3984,4984,"DESCRIPTION:STUDBOLT
MATERIAL,STUDBOLT: ASTM A193 GR.B7M
MATERIAL,NUT: ASTM A194 GR.2HM
THREAD,STUDBOLT: ASME B1.1,8UNC, 2A
THREAD,NUT: HEAVY HEXAGONAL,8UNC, 2B
NO.OF NUTS: 2
HARDNESS: AS PER ASTM A193
INSPECTION CERTIFICATE: ISO 10474-3.1B
MARKING, STUDBOLT: GRADE AND CERTIFIER'S
INDENTIFICATION SYMBOLS SHALL BE APPLIED TO
ONE END OF STUD 3/8IN DIA AND LARGER (IF
THE AVAILABLE AREA IS INADEQUATE, THE GRADE
SYMBOL MAY BE MARKED ON ONE END AND THE
CERTIFIER'S IDENTIFICATION SYMBOL
MARKED ON THE OTHER END) AND SHALL HAVE
A LINE UNDER THE GRADE SYMBOL FOR
GR.B7M,WHICH HAS BEEN 100% EVALUATED IN
CONFORMANCE WITH THE SPECIFICATION
NOMINAL DIA: 1-5/8IN
LENGTH: 275MM","MATERIAL
MATERIAL
NUT",NO MODIFIER,,,NA,NA,DESCRIPTION : STUDBOLT MATERIAL STUDBOLT : ASTM A193 GR.B7M MATERIAL NUT : ASTM A194 GR.2HM THREAD STUDBOLT : ASME B1.1 8UNC 2A THREAD NUT : HEAVY HEXAGONAL 8UNC 2B NO.OF NUTS : 2 HARDNESS : AS PER ASTM A193 INSPECTION CERTIFICATE : ISO 10474-3.1B MARKING STUDBOLT : GRADE AND CERTIFIER'S INDENTIFICATION SYMBOLS SHALL BE APPLIED TO ONE END OF STUD 3/8IN DIA AND LARGER ( IF THE AVAILABLE AREA IS INADEQUATE THE GRADE SYMBOL MAY BE MARKED ON ONE END AND THE CERTIFIER 'S IDENTIFICATION SYMBOL MARKED ON THE OTHER END ) AND SHALL HAVE A LINE UNDER THE GRADE SYMBOL FOR GR.B7M WHICH HAS BEEN 100 % EVALUATED IN CONFORMANCE WITH THE SPECIFICATION NOMINAL DIA : 1-5/8IN LENGTH : 275MM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3985,4985,"CURRENT TO PRESSURE I/P CONVERTER
INPUT SIGNAL: 4-20MA
OUTPUT: 0.2-1.0 BAR
CONNECTION: 1/2-14 NPT/ALUMINUM
MANUFACTURER: FISHER
MFR.ORIGINAL PART NO: FS846-DS1K1K5/F2/GA
MFR.REVISED PART NO: 846-738-1241925
EQUIP.MODEL NO: 3311 CURRENT TO PRESSURE","CONVERTER
SIGNAL",SIGNAL,,,FISHER,NA,CURRENT TO PRESSURE I/P CONVERTER INPUT SIGNAL : 4-20MA OUTPUT : 0.2-1.0 BAR CONNECTION : 1/2-14 NPT/ALUMINUM : MFR.ORIGINAL : FS846-DS1K1K5/F2/GA MFR.REVISED : 846-738-1241925 EQUIP.MODEL : 3311 CURRENT TO PRESSURE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3986,4986,"MAIN STRUCTURE BOLT
MANUFACTURER: ITALKRANE
MFR.PART NO: BMS/C
EQUIP.MODEL NO: 2891/C","STRUCTURE
BOLT
NO",NO MODIFIER,,,ITALKRANE,"BMS/C
",MAIN STRUCTURE BOLT : : EQUIP.MODEL : 2891/C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3987,4987,"ELEMENT MECHANICAL SEAL
SEAL TYPE: 8B1T-TANDEM
SEAL SIZE: 3-1/8IN
FOR CENTRIFUGAL PUMP
MANUFACTURER: JOHN CRANE,JAPAN
MFR.ORIGINAL PART NO: 3-1/8IN-8B1T/AR1S1
MFR.REVISED PART NO: 3.1/8"" T8B1T
MFR.DRAWING NO: MI-8B-3360,POS.NO: 1-9
EQUIPMENT MFR: SHIN NIPPON
EQUIP.MODEL NO: 8X15HVC-A8M
EQUIP.SERIAL NO: 31578
EQUIP.TAG NO: 10-P107A,10-P107B
JOB NO: RLLNG-6P-60761A
MECH.SEAL DRAWING AS ATTACHED",ELEMENT,NO MODIFIER,"*** ELEMENT , NO MODIFIER *** 

SIZE : 3
TYPE : 8B1T
","ELEMENT , NO MOD: 3,8B1T",JOHN CRANE,NA,MECHANICAL SEAL SEAL 8B1T-TANDEM SEAL 3-1/8IN FOR CENTRIFUGAL PUMP JAPAN MFR.ORIGINAL 3-1/8IN-8B1T/AR1S1 MFR.REVISED 3.1/8 '' T8B1T MFR.DRAWING MI-8B-3360 POS.NO 1-9 SHIN NIPPON EQUIP.MODEL 8X15HVC-A8M EQUIP.SERIAL 31578 EQUIP.TAG 10-P107A 10-P107B JOB RLLNG-6P-60761A MECH.SEAL DRAWING AS ATTACHED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8B1T,,,,,,,,,,,,,,,
